customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
17917,46,3,341.28,3,4,2,342,Loyal Customers
17024,46,3,95.85,3,3,1,331,Others
16056,46,1,664.85,3,1,3,313,Others
13340,46,7,10736.48,3,5,5,355,Loyal Customers
13601,46,2,693.32,3,3,3,333,Others
15630,46,2,1186.35,3,3,4,334,Others
14341,46,8,2182.28,3,5,5,355,Loyal Customers
12398,46,1,1635.66,3,2,4,324,Others
14001,46,3,2043.08,3,4,4,344,Loyal Customers
15158,46,1,401.40,3,2,2,322,Others
13182,46,1,121.18,3,2,1,321,Others
16258,46,5,5203.51,3,4,5,345,Loyal Customers
15345,46,1,393.54,3,2,2,322,Others
16708,46,1,656.63,3,1,3,313,Others
18045,46,1,189.40,3,1,1,311,Others
16110,46,3,1337.48,3,3,4,334,Others
15656,46,4,748.50,3,4,3,343,Loyal Customers
13481,46,5,1804.56,3,4,4,344,Loyal Customers
13652,46,3,1095.08,3,4,4,344,Loyal Customers
18147,46,2,179.34,3,2,1,321,Others
18079,46,4,3651.97,3,4,5,345,Loyal Customers
17928,46,2,212.54,3,2,1,321,Others
14315,45,6,2481.13,3,5,5,355,Loyal Customers
14754,45,2,638.05,3,3,3,333,Others
18226,45,11,5228.05,3,5,5,355,Loyal Customers
15835,45,4,954.09,3,4,4,344,Loyal Customers
14598,45,1,221.97,3,1,1,311,Others
16418,45,3,675.27,3,3,3,333,Others
12879,45,3,573.22,3,4,3,343,Loyal Customers
16345,45,1,575.41,3,1,3,313,Others
17712,45,1,522.91,3,1,3,313,Others
16750,45,5,623.93,3,4,3,343,Loyal Customers
17470,45,5,1125.07,3,4,4,344,Loyal Customers
15990,45,2,792.11,3,3,3,333,Others
15821,45,2,570.96,3,3,3,333,Others
12448,45,1,449.45,3,1,2,312,Others
15516,45,3,62.43,3,3,1,331,Others
16454,45,2,6.90,3,2,1,321,Others
16225,45,5,1096.32,3,4,4,344,Loyal Customers
12371,45,2,1887.96,3,3,4,334,Others
16415,45,1,210.35,3,1,1,311,Others
17175,45,4,1443.69,3,4,4,344,Loyal Customers
15240,45,5,1706.57,3,4,4,344,Loyal Customers
16071,45,1,326.24,3,2,2,322,Others
15320,45,1,267.13,3,2,2,322,Others
13107,45,4,1531.62,3,4,4,344,Loyal Customers
12812,45,1,229.64,3,1,1,311,Others
16208,45,2,664.26,3,3,3,333,Others
14379,45,2,348.10,3,2,2,322,Others
14690,45,2,371.70,3,3,2,332,Others
12456,45,3,3181.04,3,4,5,345,Loyal Customers
17895,45,1,98.00,3,2,1,321,Others
16188,45,4,981.86,3,4,4,344,Loyal Customers
15659,44,1,306.45,3,2,2,322,Others
12536,44,3,12601.83,3,3,5,335,Others
14716,44,2,329.68,3,2,2,322,Others
17459,44,2,657.30,3,3,3,333,Others
16680,44,1,183.70,3,1,1,311,Others
17684,44,1,239.41,3,1,1,311,Others
13538,44,7,1280.85,3,5,4,354,Loyal Customers
17878,44,1,379.45,3,2,2,322,Others
14357,44,1,225.77,3,1,1,311,Others
18261,44,2,324.24,3,2,2,322,Others
18276,44,1,335.86,3,2,2,322,Others
12430,44,1,256.40,3,2,2,322,Others
14842,44,4,2824.69,3,4,5,345,Loyal Customers
17545,44,3,645.96,3,3,3,333,Others
14239,44,11,2380.85,3,5,5,355,Loyal Customers
13654,44,6,2707.33,3,5,5,355,Loyal Customers
14752,44,1,389.64,3,2,2,322,Others
13416,44,2,712.50,3,3,3,333,Others
15014,44,2,260.17,3,2,2,322,Others
15791,44,2,1612.69,3,3,4,334,Others
16026,44,1,236.09,3,1,1,311,Others
14004,44,7,4582.64,3,5,5,355,Loyal Customers
16847,44,1,193.44,3,1,1,311,Others
15288,44,5,2306.52,3,4,5,345,Loyal Customers
15622,44,9,3709.56,3,5,5,355,Loyal Customers
16232,44,4,990.88,3,4,4,344,Loyal Customers
17414,44,2,778.00,3,3,3,333,Others
14498,43,5,1957.32,3,4,4,344,Loyal Customers
14232,43,5,2048.07,3,4,4,344,Loyal Customers
12678,43,12,17628.46,3,5,5,355,Loyal Customers
17272,43,4,2148.63,3,4,5,345,Loyal Customers
15096,43,1,219.39,3,1,1,311,Others
13993,43,9,3466.36,3,5,5,355,Loyal Customers
14221,43,9,3432.80,3,5,5,355,Loyal Customers
17839,43,1,338.80,3,2,2,322,Others
17837,43,8,1593.38,3,5,4,354,Loyal Customers
16150,43,5,2053.02,3,4,4,344,Loyal Customers
16648,43,1,290.66,3,2,2,322,Others
17418,43,2,463.46,3,3,2,332,Others
14412,43,2,770.03,3,3,3,333,Others
14738,43,7,1314.45,3,5,4,354,Loyal Customers
17669,43,7,3406.72,3,5,5,355,Loyal Customers
13812,43,3,539.00,3,3,3,333,Others
16102,43,3,1842.14,3,4,4,344,Loyal Customers
16843,43,16,10196.57,3,5,5,355,Loyal Customers
14218,43,1,169.48,3,1,1,311,Others
12895,43,2,372.80,3,3,2,332,Others
18287,43,3,1837.28,3,4,4,344,Loyal Customers
16554,43,3,837.10,3,3,3,333,Others
12432,43,5,5059.32,3,4,5,345,Loyal Customers
15059,41,9,1337.72,3,5,4,354,Loyal Customers
15865,41,3,895.13,3,3,3,333,Others
13524,41,5,680.18,3,4,3,343,Loyal Customers
16049,41,3,1111.79,3,4,4,344,Loyal Customers
15521,41,8,3000.20,3,5,5,355,Loyal Customers
13421,41,2,1851.08,3,3,4,334,Others
13617,41,3,544.18,3,3,3,333,Others
15708,41,7,3364.24,3,5,5,355,Loyal Customers
14158,41,1,507.66,3,1,3,313,Others
17609,41,5,1112.22,3,4,4,344,Loyal Customers
13566,41,2,874.71,3,3,3,333,Others
16235,41,5,867.31,3,4,3,343,Loyal Customers
14077,41,5,499.42,3,4,3,343,Loyal Customers
15748,41,1,149.31,3,1,1,311,Others
15376,41,3,1233.36,3,3,4,334,Others
17447,41,2,541.53,3,3,3,333,Others
17373,41,4,646.92,3,4,3,343,Loyal Customers
17372,41,8,1342.68,3,5,4,354,Loyal Customers
18067,41,1,396.33,3,2,2,322,Others
15478,41,2,1441.42,3,3,4,334,Others
15860,41,8,977.21,3,5,4,354,Loyal Customers
13278,41,1,542.73,3,1,3,313,Others
14040,41,12,3614.92,3,5,5,355,Loyal Customers
14582,41,1,114.11,3,2,1,321,Others
15370,41,7,2386.05,3,5,5,355,Loyal Customers
13607,41,1,678.01,3,1,3,313,Others
16601,41,1,244.80,3,1,1,311,Others
15385,41,1,316.88,3,2,2,322,Others
16190,41,1,215.08,3,1,1,311,Others
14295,41,1,166.20,3,1,1,311,Others
14810,41,11,2087.88,3,5,5,355,Loyal Customers
17213,41,7,2781.23,3,5,5,355,Loyal Customers
17796,41,4,697.90,3,4,3,343,Loyal Customers
17018,41,2,920.10,3,3,3,333,Others
14179,41,2,719.78,3,3,3,333,Others
17255,41,2,298.41,3,2,2,322,Others
15669,41,4,684.34,3,4,3,343,Loyal Customers
13544,40,2,291.41,3,2,2,322,Others
12588,40,1,214.90,3,1,1,311,Others
16127,40,1,656.25,3,1,3,313,Others
17396,40,8,7330.80,3,5,5,355,Loyal Customers
13145,40,4,618.52,3,4,3,343,Loyal Customers
15329,40,3,1049.70,3,4,4,344,Loyal Customers
16018,40,2,408.90,3,3,2,332,Others
13186,40,3,1575.89,3,3,4,334,Others
15360,40,1,427.93,3,1,2,312,Others
17951,40,3,1008.54,3,4,4,344,Loyal Customers
12522,40,2,192.72,3,2,1,321,Others
13813,40,4,1366.86,3,4,4,344,Loyal Customers
15667,40,1,301.32,3,2,2,322,Others
13982,40,4,1871.81,3,4,4,344,Loyal Customers
16969,40,3,650.41,3,3,3,333,Others
14808,40,8,2741.17,3,5,5,355,Loyal Customers
14167,40,4,574.84,3,4,3,343,Loyal Customers
15974,40,7,3442.15,3,5,5,355,Loyal Customers
12581,40,1,197.71,3,1,1,311,Others
16836,40,2,251.87,3,2,2,322,Others
18257,40,8,2337.63,3,5,5,355,Loyal Customers
12571,40,2,519.61,3,3,3,333,Others
13103,40,1,243.94,3,1,1,311,Others
12909,40,5,2178.67,3,4,5,345,Loyal Customers
15752,40,7,2637.38,3,5,5,355,Loyal Customers
16729,39,21,7239.92,3,5,5,355,Loyal Customers
17733,39,2,692.19,3,3,3,333,Others
14995,39,2,233.23,3,2,1,321,Others
16029,39,63,81024.84,3,5,5,355,Loyal Customers
13461,39,3,1445.00,3,3,4,334,Others
17696,39,8,2285.71,3,5,5,355,Loyal Customers
16825,39,2,775.18,3,3,3,333,Others
18270,39,2,283.15,3,2,2,322,Others
12674,39,4,1970.60,3,4,4,344,Loyal Customers
12491,39,1,460.40,3,1,2,312,Others
13327,39,8,3627.77,3,5,5,355,Loyal Customers
15847,39,2,389.27,3,3,2,332,Others
13697,39,1,151.30,3,1,1,311,Others
13292,39,2,578.94,3,3,3,333,Others
14345,39,1,108.98,3,2,1,321,Others
16830,39,1,325.91,3,2,2,322,Others
17166,39,2,206.34,3,2,1,321,Others
14383,39,3,1247.69,3,3,4,334,Others
15018,39,3,496.21,3,4,3,343,Loyal Customers
15423,39,1,43.50,3,1,1,311,Others
13726,39,2,1079.66,3,3,4,334,Others
16960,39,3,507.05,3,3,3,333,Others
16971,39,1,357.21,3,2,2,322,Others
14485,39,1,165.75,3,1,1,311,Others
12552,39,2,437.82,3,3,2,332,Others
16043,38,4,773.99,3,4,3,343,Loyal Customers
17719,38,15,5396.04,3,5,5,355,Loyal Customers
18164,38,1,399.65,3,2,2,322,Others
16367,38,2,804.49,3,3,3,333,Others
16884,38,2,429.84,3,3,2,332,Others
17999,38,2,382.06,3,3,2,332,Others
18105,38,1,113.48,3,2,1,321,Others
16747,38,2,836.06,3,3,3,333,Others
16308,38,4,2560.00,3,4,5,345,Loyal Customers
17800,38,9,1199.01,3,5,4,354,Loyal Customers
15065,38,4,3158.13,3,4,5,345,Loyal Customers
15576,38,1,940.67,3,2,3,323,Others
13316,38,4,5977.73,3,4,5,345,Loyal Customers
15275,38,1,615.14,3,1,3,313,Others
14528,38,1,364.22,3,2,2,322,Others
12779,38,8,3981.36,3,5,5,355,Loyal Customers
16706,38,3,531.35,3,3,3,333,Others
17965,38,14,2622.57,3,5,5,355,Loyal Customers
16014,38,3,662.38,3,3,3,333,Others
12830,38,6,6814.64,3,5,5,355,Loyal Customers
13477,38,6,1454.58,3,5,4,354,Loyal Customers
13904,38,2,332.64,3,2,2,322,Others
18104,38,1,754.64,3,1,3,313,Others
17947,38,1,176.68,3,1,1,311,Others
17966,38,5,1098.43,3,4,4,344,Loyal Customers
15830,38,1,576.00,3,1,3,313,Others
12594,38,10,3338.22,3,5,5,355,Loyal Customers
14974,38,1,114.39,3,2,1,321,Others
13271,38,1,217.38,3,1,1,311,Others
16914,37,1,208.46,3,1,1,311,Others
13324,37,10,7121.95,3,5,5,355,Loyal Customers
14636,37,2,609.85,3,3,3,333,Others
17816,37,4,36.56,3,4,1,341,Loyal Customers
17634,37,9,2361.97,3,5,5,355,Loyal Customers
15551,37,1,436.06,3,1,2,312,Others
18205,37,2,517.36,3,3,3,333,Others
12352,37,8,2506.04,3,5,5,355,Loyal Customers
14098,37,1,147.35,3,1,1,311,Others
16337,37,1,151.05,3,1,1,311,Others
13721,37,1,524.14,3,1,3,313,Others
16602,37,1,528.08,3,1,3,313,Others
14856,37,3,1311.38,3,3,4,334,Others
13728,37,6,1016.14,3,5,4,354,Loyal Customers
17078,37,2,378.20,3,3,2,332,Others
17653,37,4,1207.56,3,4,4,344,Loyal Customers
17442,37,6,2248.56,3,5,5,355,Loyal Customers
17076,37,3,841.08,3,3,3,333,Others
16841,37,6,1869.82,3,5,4,354,Loyal Customers
16409,37,5,2028.88,3,4,4,344,Loyal Customers
16221,37,3,864.86,3,3,3,333,Others
15998,37,5,3089.97,3,4,5,345,Loyal Customers
13636,37,5,949.12,3,4,4,344,Loyal Customers
15651,37,3,646.30,3,3,3,333,Others
18081,37,3,343.45,3,4,2,342,Loyal Customers
15809,37,5,515.77,3,4,3,343,Loyal Customers
13168,37,4,1319.19,3,4,4,344,Loyal Customers
15227,37,5,1219.40,3,4,4,344,Loyal Customers
12808,37,3,483.65,3,3,2,332,Others
12544,37,1,372.70,3,2,2,322,Others
15605,37,5,1198.23,3,4,4,344,Loyal Customers
17351,37,3,587.15,3,4,3,343,Loyal Customers
14815,37,2,778.50,3,3,3,333,Others
17403,37,1,281.62,3,2,2,322,Others
15612,37,2,195.15,3,2,1,321,Others
15252,37,2,740.78,3,3,3,333,Others
17930,36,5,1740.48,3,4,4,344,Loyal Customers
12431,36,15,6487.45,3,5,5,355,Loyal Customers
12576,36,5,1315.83,3,4,4,344,Loyal Customers
16555,36,2,285.89,3,2,2,322,Others
14150,36,2,658.64,3,3,3,333,Others
16012,36,3,1415.29,3,3,4,334,Others
17979,36,4,757.71,3,4,3,343,Loyal Customers
12944,36,2,604.51,3,3,3,333,Others
14913,36,4,1227.43,3,4,4,344,Loyal Customers
13651,36,2,94.20,3,2,1,321,Others
14592,36,3,570.46,3,4,3,343,Loyal Customers
16318,36,1,328.15,3,2,2,322,Others
13592,36,4,247.96,3,4,1,341,Loyal Customers
17703,36,3,798.74,3,4,3,343,Loyal Customers
13938,36,1,71.66,3,1,1,311,Others
12397,36,2,2409.90,3,3,5,335,Others
18035,36,3,730.40,3,3,3,333,Others
17084,36,2,2949.75,3,3,5,335,Others
12928,36,5,2062.70,3,4,5,345,Loyal Customers
16887,36,1,194.88,3,1,1,311,Others
15707,36,4,945.58,3,4,4,344,Loyal Customers
15722,36,5,2222.56,3,4,5,345,Loyal Customers
17274,36,1,111.98,3,2,1,321,Others
17233,36,1,190.88,3,1,1,311,Others
17203,36,6,3563.85,3,5,5,355,Loyal Customers
15010,36,1,308.94,3,2,2,322,Others
15597,36,1,324.57,3,2,2,322,Others
17193,36,7,1699.30,3,5,4,354,Loyal Customers
18022,36,1,668.11,3,1,3,313,Others
12577,36,3,657.80,3,3,3,333,Others
14971,36,3,1116.57,3,4,4,344,Loyal Customers
16488,34,3,498.80,3,4,3,343,Loyal Customers
16372,34,2,367.93,3,3,2,332,Others
13523,34,5,3964.88,3,4,5,345,Loyal Customers
14039,34,1,152.20,3,1,1,311,Others
12638,34,1,671.69,3,1,3,313,Others
14404,34,6,1474.32,3,5,4,354,Loyal Customers
15839,34,3,1048.49,3,4,4,344,Loyal Customers
17107,34,6,10815.43,3,5,5,355,Loyal Customers
13634,34,5,1575.16,3,4,4,344,Loyal Customers
15513,34,19,14758.22,3,5,5,355,Loyal Customers
15427,34,3,1483.14,3,3,4,334,Others
12357,34,1,6207.67,3,1,5,315,Others
12645,34,4,1775.18,3,4,4,344,Loyal Customers
16243,34,2,409.10,3,3,2,332,Others
15017,34,1,125.58,3,2,1,321,Others
16466,34,7,1603.46,3,5,4,354,Loyal Customers
13772,34,3,1132.13,3,3,4,334,Others
16771,34,5,2246.81,3,4,5,345,Loyal Customers
13527,34,7,2287.51,3,5,5,355,Loyal Customers
15696,34,8,2736.46,3,5,5,355,Loyal Customers
13365,34,2,2225.37,3,3,5,335,Others
12838,34,2,683.13,3,3,3,333,Others
14936,34,8,8137.02,3,5,5,355,Loyal Customers
17082,34,2,2003.85,3,3,4,334,Others
13532,34,1,210.31,3,1,1,311,Others
18170,34,3,980.31,3,4,4,344,Loyal Customers
15025,34,1,377.01,3,2,2,322,Others
15407,34,4,1056.44,3,4,4,344,Loyal Customers
15952,34,4,806.57,3,4,3,343,Loyal Customers
17608,34,2,193.42,3,2,1,321,Others
14174,34,1,134.46,3,1,1,311,Others
13155,34,4,971.76,3,4,4,344,Loyal Customers
13759,34,2,659.41,3,3,3,333,Others
16676,34,4,1592.12,3,4,4,344,Loyal Customers
15526,34,2,148.44,3,2,1,321,Others
16445,34,1,230.51,3,1,1,311,Others
14517,34,2,330.45,3,2,2,322,Others
16357,34,3,658.88,3,3,3,333,Others
17831,34,1,35.40,3,2,1,321,Others
15522,33,2,398.84,3,3,2,332,Others
17761,33,1,712.78,3,1,3,313,Others
13097,33,10,6010.42,3,5,5,355,Loyal Customers
15870,33,1,354.09,3,2,2,322,Others
14929,33,1,223.88,3,1,1,311,Others
15330,33,2,714.96,3,3,3,333,Others
15719,33,13,5045.61,3,5,5,355,Loyal Customers
17158,33,3,1266.97,3,3,4,334,Others
12408,33,5,2888.55,3,4,5,345,Loyal Customers
14700,33,3,2235.30,3,4,5,345,Loyal Customers
17164,33,7,2467.35,3,5,5,355,Loyal Customers
14387,33,3,1770.56,3,4,4,344,Loyal Customers
16637,33,4,1154.47,3,4,4,344,Loyal Customers
16053,33,2,1511.95,3,3,4,334,Others
14073,33,1,151.04,4,1,1,411,Others
14080,33,1,45.60,4,1,1,411,Others
12484,33,6,4541.72,4,5,5,455,Champions
15493,33,5,2001.80,4,4,4,444,Loyal Customers
18150,33,3,566.58,4,4,3,443,Loyal Customers
13717,33,6,1445.01,4,5,4,454,Loyal Customers
16612,33,4,1187.66,4,4,4,444,Loyal Customers
15618,33,4,776.85,4,4,3,443,Loyal Customers
17043,33,4,1735.18,4,4,4,444,Loyal Customers
12832,33,2,383.03,4,3,2,432,Potential Loyalists
18036,33,3,405.62,4,3,2,432,Potential Loyalists
18016,33,5,1483.56,4,4,4,444,Loyal Customers
16348,33,7,1469.45,4,5,4,454,Loyal Customers
13824,33,5,1698.94,4,4,4,444,Loyal Customers
14623,33,5,889.25,4,4,3,443,Loyal Customers
12472,33,7,6572.11,4,5,5,455,Champions
16362,33,5,734.77,4,4,3,443,Loyal Customers
17430,33,2,265.76,4,2,2,422,Potential Loyalists
15785,33,5,2328.97,4,4,5,445,Champions
17623,33,1,527.05,4,1,3,413,Others
13695,32,15,2504.13,4,5,5,455,Champions
13381,32,6,3639.31,4,5,5,455,Champions
15950,32,4,1765.51,4,4,4,444,Loyal Customers
17886,32,3,899.61,4,3,3,433,Potential Loyalists
15153,32,1,329.25,4,2,2,422,Potential Loyalists
17289,32,3,944.41,4,4,4,444,Loyal Customers
17160,32,6,3518.03,4,5,5,455,Champions
17964,32,2,471.70,4,3,2,432,Potential Loyalists
16639,32,3,1257.51,4,3,4,434,Potential Loyalists
18216,32,1,481.75,4,1,2,412,Others
13110,32,7,1488.67,4,5,4,454,Loyal Customers
17022,32,1,71.00,4,1,1,411,Others
14360,32,4,2128.23,4,4,5,445,Champions
12990,32,3,409.50,4,3,2,432,Potential Loyalists
13867,32,3,1015.29,4,4,4,444,Loyal Customers
12721,32,6,2656.13,4,5,5,455,Champions
16863,32,2,502.80,4,3,3,433,Potential Loyalists
13329,32,2,789.00,4,3,3,433,Potential Loyalists
16732,32,1,603.75,4,1,3,413,Others
15103,32,2,703.36,4,3,3,433,Potential Loyalists
15406,32,2,510.71,4,3,3,433,Potential Loyalists
14676,32,6,2548.24,4,5,5,455,Champions
17637,32,2,547.06,4,3,3,433,Potential Loyalists
15249,32,13,6688.46,4,5,5,455,Champions
13643,32,3,519.44,4,3,3,433,Potential Loyalists
17515,32,4,639.02,4,4,3,443,Loyal Customers
16284,32,2,823.97,4,3,3,433,Potential Loyalists
16505,32,1,777.60,4,1,3,413,Others
16618,32,5,2647.59,4,4,5,445,Champions
14524,32,9,1867.68,4,5,4,454,Loyal Customers
15957,32,1,428.89,4,1,2,412,Others
13975,32,6,2526.28,4,5,5,455,Champions
15573,32,2,607.45,4,3,3,433,Potential Loyalists
15763,32,2,1086.92,4,3,4,434,Potential Loyalists
15356,32,10,2766.50,4,5,5,455,Champions
13047,32,10,3237.54,4,5,5,455,Champions
17219,32,1,114.23,4,2,1,421,Potential Loyalists
16187,32,15,6911.44,4,5,5,455,Champions
13272,32,2,276.56,4,2,2,422,Potential Loyalists
12849,32,2,1050.89,4,3,4,434,Potential Loyalists
13710,32,1,180.48,4,1,1,411,Others
16837,32,11,3170.98,4,5,5,455,Champions
14050,32,2,746.36,4,3,3,433,Potential Loyalists
17633,32,4,1324.84,4,4,4,444,Loyal Customers
18177,32,6,1341.42,4,5,4,454,Loyal Customers
17313,32,1,2328.84,4,1,5,415,Others
15043,32,1,537.00,4,1,3,413,Others
12949,31,8,4167.22,4,5,5,455,Champions
13209,31,8,5891.61,4,5,5,455,Champions
16041,31,3,3166.40,4,4,5,445,Champions
13029,31,3,1247.50,4,3,4,434,Potential Loyalists
13992,31,1,76.80,4,1,1,411,Others
17038,31,1,112.40,4,2,1,421,Potential Loyalists
18274,31,1,175.92,4,1,1,411,Others
17865,31,20,10526.32,4,5,5,455,Champions
12532,31,1,349.83,4,2,2,422,Potential Loyalists
17867,31,6,1197.10,4,5,4,454,Loyal Customers
15114,31,10,2760.56,4,5,5,455,Champions
16516,31,1,101.70,4,2,1,421,Potential Loyalists
13522,31,1,125.80,4,2,1,421,Potential Loyalists
13623,31,5,747.78,4,4,3,443,Loyal Customers
16880,31,7,1519.08,4,5,4,454,Loyal Customers
15027,31,4,1066.15,4,4,4,444,Loyal Customers
14691,31,5,2114.33,4,4,5,445,Champions
16751,31,1,1764.72,4,1,4,414,Others
13804,31,7,2635.79,4,5,5,455,Champions
16996,31,6,1456.96,4,5,4,454,Loyal Customers
14968,31,1,147.59,4,1,1,411,Others
13384,31,7,4151.93,4,5,5,455,Champions
14188,31,6,2054.36,4,5,4,454,Loyal Customers
15485,31,3,2575.00,4,4,5,445,Champions
13046,31,2,629.31,4,3,3,433,Potential Loyalists
14921,31,2,1316.07,4,3,4,434,Potential Loyalists
16953,31,1,20.80,4,2,1,421,Potential Loyalists
14240,31,2,890.34,4,3,3,433,Potential Loyalists
14284,31,2,595.25,4,3,3,433,Potential Loyalists
15450,31,1,429.84,4,1,2,412,Others
15986,31,1,168.12,4,1,1,411,Others
17011,31,1,270.90,4,2,2,422,Potential Loyalists
16767,31,11,5580.60,4,5,5,455,Champions
14108,31,2,597.91,4,3,3,433,Potential Loyalists
14214,31,5,1004.38,4,4,4,444,Loyal Customers
17702,31,4,1824.37,4,4,4,444,Loyal Customers
17690,31,15,4757.95,4,5,5,455,Champions
16205,31,4,761.38,4,4,3,443,Loyal Customers
12893,31,1,188.14,4,1,1,411,Others
17901,30,1,110.38,4,2,1,421,Potential Loyalists
16126,30,4,6287.77,4,4,5,445,Champions
17537,30,2,897.62,4,3,3,433,Potential Loyalists
13148,30,12,3707.12,4,5,5,455,Champions
14944,30,12,5900.25,4,5,5,455,Champions
13983,30,12,2603.43,4,5,5,455,Champions
17340,30,11,12353.29,4,5,5,455,Champions
18217,30,2,621.75,4,3,3,433,Potential Loyalists
12708,30,10,2712.91,4,5,5,455,Champions
13396,30,2,1360.99,4,3,4,434,Potential Loyalists
16025,30,1,439.66,4,1,2,412,Others
16986,30,2,1873.20,4,3,4,434,Potential Loyalists
16434,30,7,1522.25,4,5,4,454,Loyal Customers
12599,30,7,1032.58,4,5,4,454,Loyal Customers
16791,30,7,1721.78,4,5,4,454,Loyal Customers
17416,30,7,6893.42,4,5,5,455,Champions
15111,30,3,1567.48,4,3,4,434,Potential Loyalists
16743,30,7,2238.09,4,5,5,455,Champions
16218,30,7,3084.68,4,5,5,455,Champions
14466,30,7,2272.40,4,5,5,455,Champions
18236,30,6,882.24,4,5,3,453,Loyal Customers
15184,30,2,406.76,4,3,2,432,Potential Loyalists
17109,30,6,885.04,4,5,3,453,Loyal Customers
13606,30,3,280.54,4,3,2,432,Potential Loyalists
17932,30,3,1331.57,4,3,4,434,Potential Loyalists
13817,30,2,382.98,4,3,2,432,Potential Loyalists
12981,30,2,372.22,4,3,2,432,Potential Loyalists
16003,30,5,2735.37,4,4,5,445,Champions
12844,30,2,325.96,4,2,2,422,Potential Loyalists
17059,30,5,3095.04,4,4,5,445,Champions
16907,30,5,981.65,4,4,4,444,Loyal Customers
12473,30,5,3938.55,4,4,5,445,Champions
17521,30,3,723.21,4,3,3,433,Potential Loyalists
15355,30,2,277.05,4,2,2,422,Potential Loyalists
14712,30,3,917.07,4,3,3,433,Potential Loyalists
14064,30,5,1353.74,4,4,4,444,Loyal Customers
15452,30,3,538.73,4,3,3,433,Potential Loyalists
14748,30,5,1415.75,4,4,4,444,Loyal Customers
15289,30,3,939.78,4,3,3,433,Potential Loyalists
16628,30,5,2188.05,4,4,5,445,Champions
18135,30,5,681.91,4,4,3,443,Loyal Customers
14829,30,4,697.55,4,4,3,443,Loyal Customers
17573,30,3,380.60,4,4,2,442,Loyal Customers
12541,30,3,981.18,4,4,4,444,Loyal Customers
13460,30,2,183.44,4,2,1,421,Potential Loyalists
15463,30,1,126.14,4,2,1,421,Potential Loyalists
12659,30,1,91.68,4,2,1,421,Potential Loyalists
14863,30,1,266.76,4,2,2,422,Potential Loyalists
17197,30,1,1013.01,4,2,4,424,Potential Loyalists
15238,30,3,1071.99,4,4,4,444,Loyal Customers
17977,30,1,288.14,4,2,2,422,Potential Loyalists
16903,30,1,373.24,4,2,2,422,Potential Loyalists
12538,30,1,363.95,4,2,2,422,Potential Loyalists
17791,30,1,106.10,4,2,1,421,Potential Loyalists
12617,30,1,355.53,4,2,2,422,Potential Loyalists
14765,30,3,254.11,4,4,2,442,Loyal Customers
18125,30,4,1142.99,4,4,4,444,Loyal Customers
13810,29,3,1499.01,4,3,4,434,Potential Loyalists
14789,29,1,197.64,4,1,1,411,Others
15692,29,1,191.04,4,1,1,411,Others
13732,29,1,491.86,4,1,3,413,Others
12726,29,7,2609.10,4,5,5,455,Champions
14035,29,5,1428.02,4,4,4,444,Loyal Customers
13727,29,2,333.48,4,2,2,422,Potential Loyalists
14543,29,16,3630.33,4,5,5,455,Champions
16332,29,7,1593.20,4,5,4,454,Loyal Customers
15492,29,2,659.46,4,3,3,433,Potential Loyalists
17191,29,7,2095.13,4,5,5,455,Champions
15608,29,4,1093.68,4,4,4,444,Loyal Customers
15557,29,1,473.65,4,1,2,412,Others
12712,29,13,4396.13,4,5,5,455,Champions
13091,29,1,345.82,4,2,2,422,Potential Loyalists
18209,29,1,139.10,4,1,1,411,Others
16671,29,3,1692.27,4,4,4,444,Loyal Customers
12517,29,5,2502.84,4,4,5,445,Champions
16433,29,1,184.26,4,1,1,411,Others
17071,29,9,2429.03,4,5,5,455,Champions
13557,29,2,584.06,4,3,3,433,Potential Loyalists
12384,29,2,585.27,4,3,3,433,Potential Loyalists
12697,29,3,957.59,4,4,4,444,Loyal Customers
14226,29,5,2232.19,4,4,5,445,Champions
13310,29,3,1132.03,4,4,4,444,Loyal Customers
17069,29,9,2709.70,4,5,5,455,Champions
12600,29,10,2599.04,4,5,5,455,Champions
17512,29,10,2924.99,4,5,5,455,Champions
12589,29,2,646.68,4,3,3,433,Potential Loyalists
17015,29,3,1842.56,4,4,4,444,Loyal Customers
17162,29,10,1715.46,4,5,4,454,Loyal Customers
12691,29,6,1035.80,4,5,4,454,Loyal Customers
17088,29,4,1991.01,4,4,4,444,Loyal Customers
13895,29,4,2593.07,4,4,5,445,Champions
12480,29,4,3281.63,4,4,5,445,Champions
14662,29,4,771.17,4,4,3,443,Loyal Customers
12685,29,6,2863.08,4,5,5,455,Champions
17054,29,5,1356.33,4,4,4,444,Loyal Customers
16460,29,3,814.72,4,4,3,443,Loyal Customers
16912,29,11,2575.38,4,5,5,455,Champions
17052,29,1,413.75,4,1,2,412,Others
17295,29,3,556.95,4,4,3,443,Loyal Customers
18014,29,1,166.42,4,1,1,411,Others
16386,29,2,317.20,4,2,2,422,Potential Loyalists
13892,27,4,632.97,4,4,3,443,Loyal Customers
15449,27,3,974.52,4,4,4,444,Loyal Customers
13178,27,11,5725.47,4,5,5,455,Champions
15411,27,4,1358.88,4,4,4,444,Loyal Customers
15787,27,3,948.05,4,4,4,444,Loyal Customers
16726,27,5,1382.02,4,4,4,444,Loyal Customers
13170,27,1,116.01,4,2,1,421,Potential Loyalists
17041,27,3,1081.57,4,4,4,444,Loyal Customers
